시도명,시군구명,상호명
서울특별시,강남구,56
서울특별시,강동구,8
서울특별시,강북구,4
서울특별시,강서구,6
서울특별시,관악구,6
서울특별시,광진구,13
서울특별시,구로구,8
서울특별시,금천구,6
서울특별시,노원구,7
서울특별시,도봉구,1
서울특별시,동대문구,6
서울특별시,동작구,3
서울특별시,마포구,17
서울특별시,서대문구,14
서울특별시,서초구,34
서울특별시,성동구,3
서울특별시,성북구,12
서울특별시,송파구,16
서울특별시,양천구,6
서울특별시,영등포구,18
서울특별시,용산구,10
서울특별시,은평구,7
서울특별시,종로구,25
서울특별시,중구,28
서울특별시,중랑구,5
